"filename", "language", "JavaScript", "JSON with Comments", "JSON", "Markdown", "TypeScript", "Python", "vue", "MS SQL", "PostCSS", "Shell Script", "Properties", "YAML", "Docker", "pip requirements", "HTML", "Ignore", "XML", "comment", "blank", "total"
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\holosmith.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\mechanist.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\mesmer.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\necromancer.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\ranger.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\renegade.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\revenant.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\scrapper.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\soulbeast.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\specter.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\thief.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\virtuoso.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\warrior.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\weaver.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\profession\willbender.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\away.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\busy.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\error.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\idle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\loading.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\offline.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\online.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\pending.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\success.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\status\warning.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\svgIconLoader.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 5, 75
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\alert-circle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\analytics.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\bar-chart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\bell.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\bookmark.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\calendar.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\check.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\chevron-down.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\chevron-left.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\chevron-right.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\chevron-up.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\circle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\clock.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\cloud.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\code.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\compass.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\cpu.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\dashboard.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\database.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\download.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\edit.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\external-link.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\eye-off.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\eye.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\file.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\folder.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\hard-drive.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\heart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\help-circle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\home.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\image.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\info.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\lightbulb.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\line-chart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\link.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\lock.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\log.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\mail.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\map.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\minus.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\music.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\navigation.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\pie-chart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\plus.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\refresh.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\search.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\server.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\settings.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\shield.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\signal.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\star.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\tag.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\trash.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\unlock.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\upload.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\user.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\users.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\video.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\volume-2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\volume-x.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\wifi.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\icons\ui\x.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\assets\images\maps\wvw_map_config.json", "JSON", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\ai\AiAnalysisTools.vue", "vue", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 110
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\ai\AiReportList.vue", "vue", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 86
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\ai\AiSuggestions.vue", "vue", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 67
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\ai\AiTrendAnalysis.vue", "vue", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 58
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\AttendanceAccountTable.vue", "vue", 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 256
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\AttendanceDetail.vue", "vue", 0, 0, 0, 0, 0, 0, 831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 873
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\AttendanceFilter.vue", "vue", 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 142
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\AttendanceFilterBar.vue", "vue", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 94
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\AttendanceFilters.vue", "vue", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 122
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\AttendanceStatCards.vue", "vue", 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 95
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\AttendanceStats.vue", "vue", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 109
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\AttendanceTable.vue", "vue", 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 255
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\PlayerRanking.vue", "vue", 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 154
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\RuleList.vue", "vue", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\ScoreBreakdownDialog.vue", "vue", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 137
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\ScoreTipCard.vue", "vue", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 53
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\ScoringRulesDialog.vue", "vue", 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 153
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\StatCards.vue", "vue", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 125
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\TeamRanking.vue", "vue", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 121
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\WelcomeBanner.vue", "vue", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 69
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\detail\AttendanceCharacters.vue", "vue", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 97
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\detail\AttendanceCharts.vue", "vue", 0, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 288
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\detail\AttendanceFights.vue", "vue", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 90
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\detail\AttendanceSummaryCards.vue", "vue", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\attendance\detail\StatCard.vue", "vue", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\PlayerDetailHeader.vue", "vue", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 80
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\PlayerDetailPanel.vue", "vue", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 65
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\PlayerDetailRotation.vue", "vue", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 130
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\SkillRotationTimeline.vue", "vue", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 53
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\SkillRotationViewer.vue", "vue", 0, 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 245
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\detail\BuffCoverageChart.vue", "vue", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 86
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\detail\CombatKpiCards.vue", "vue", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 117
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\detail\DamageDetailDialog.vue", "vue", 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 234
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\detail\DamageDonutChart.vue", "vue", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 117
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\detail\FightOverviewTab.vue", "vue", 0, 0, 0, 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 338
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\detail\FightPlayerStatsTable.vue", "vue", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 142
"d:\Code\Gw2-wvw-log-analyzer\frontend\src\components\combat\detail\PlayerSquadTab.vue", "vue", 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 204
